"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS23165;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""metalloprotease PmbA"";""4674174"";""1353"";""yes""",,,,,,
"SED_RS23170;"""";""electron transport protein; Derived by automated computational analysis using gene prediction method: Protein Homology."";""soluble cytochrome b562"";""4675625"";""387"";""yes""",,,,,,
"SED_RS23175;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glycine dehydrogenase"";""4676289"";""339"";""yes""",,,,,,
"SED_RS23180;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4676638"";""363"";""yes""",,,,,,
"SED_RS23185;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF4312 domain-containing protein"";""4677000"";""303"";""yes""",,,,,,
"SED_RS23190;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF4311 domain-containing protein"";""4677325"";""777"";""yes""",,,,,,
"SED_RS23195;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF4310 domain-containing protein"";""4678113"";""645"";""yes""",,,,,,
"SED_RS23200;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""amidohydrolase/deacetylase family metallohydrolase"";""4678816"";""1134"";""yes""",,,,,,
"SED_RS23205;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DgaE family pyridoxal phosphate-dependent ammonia lyase"";""4679933"";""1119"";""yes""",,,,,,
"SED_RS23210;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""oxo-acid lyase"";""4681048"";""741"";""yes""",,,,,,
"SED_RS23215;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PRD domain-containing protein"";""4681745"";""1974"";""yes""",,,,,,
"SED_RS23220;"""";""Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/transcriptional repressor; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type II toxin-antitoxin system antitoxin"," RelB/DinJ family"";""4683796"";""243"";""yes""",,,,,
"SED_RS23225;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type II toxin-antitoxin system RelE/ParE family toxin"";""4684028"";""285"";""yes""",,,,,,
"SED_RS23230;"""";""activates anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions; Derived by automated computational analysis using gene prediction method: Protein Homology."";""anaerobic ribonucleoside-triphosphate reductase-activating protein"";""4684316"";""465"";""yes""",,,,,,
"SED_RS23235;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""anaerobic ribonucleoside triphosphate reductase"";""4684997"";""2139"";""yes""",,,,,,
"SED_RS23245;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""alpha","alpha-phosphotrehalase"";""4687544"";""1653"";""yes""",,,,,
"SED_RS23250;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS trehalose transporter subunit IIBC"";""4689246"";""1419"";""yes""",,,,,,
"SED_RS23255;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""4690802"";""948"";""yes""",,,,,,
"SED_RS23260;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""magnesium-translocating P-type ATPase"";""4692133"";""2709"";""yes""",,,,,,
"SED_RS23265;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transposase"";""4694957"";""447"";""yes""",,,,,,
"SED_RS23270;"""";""has endoribonuclease activity on mRNA; Derived by automated computational analysis using gene prediction method: Protein Homology."";""reactive intermediate/imine deaminase"";""4695478"";""387"";""yes""",,,,,,
"SED_RS23275;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aspartate carbamoyltransferase regulatory subunit"";""4695941"";""462"";""yes""",,,,,,
"SED_RS23280;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aspartate carbamoyltransferase"";""4696415"";""936"";""yes""",,,,,,
"SED_RS23285;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""pyrBI operon leader peptide"";""4697386"";""102"";""yes""",,,,,,
"SED_RS26135;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4697467"";""142"";""yes""",,,,,,
"SED_RS23290;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ArgR family transcriptional regulator"";""4697578"";""489"";""yes""",,,,,,
"SED_RS23295;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""YfcC family protein"";""4698253"";""1404"";""yes""",,,,,,
"SED_RS23300;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ornithine carbamoyltransferase"";""4699712"";""1005"";""yes""",,,,,,
"SED_RS23305;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""carbamate kinase"";""4700828"";""933"";""yes""",,,,,,
"SED_RS23310;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""arginine deiminase"";""4701771"";""1221"";""yes""",,,,,,
"SED_RS25610;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4703092"";""192"";""yes""",,,,,,
"SED_RS23315;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""YhcH/YjgK/YiaL family protein"";""4703667"";""453"";""yes""",,,,,,
"SED_RS23320;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ornithine carbamoyltransferase"";""4704193"";""1005"";""yes""",,,,,,
"SED_RS23325;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""regulator of ribonuclease activity B"";""4705363"";""417"";""yes""",,,,,,
"SED_RS23330;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tRNA 2-methylthio-N6-isopentenyl adenosine(37) hydroxylase MiaE"";""4705791"";""813"";""yes""",,,,,,
"SED_RS23335;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF3617 domain-containing protein"";""4706837"";""489"";""yes""",,,,,,
"SED_RS23340;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""N-acetyltransferase"";""4707432"";""504"";""yes""",,,,,,
"SED_RS23345;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4708130"";""1187"";""yes""",,,,,,
"SED_RS23350;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""valine--tRNA ligase"";""4709458"";""2856"";""yes""",,,,,,
"SED_RS23355;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA polymerase III subunit chi"";""4712313"";""483"";""yes""",,,,,,
"SED_RS23360;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cytosol aminopeptidase"";""4712893"";""1512"";""yes""",,,,,,
"SED_RS23365;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4714448"";""120"";""yes""",,,,,,
"SED_RS25620;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4714641"";""196"";""yes""",,,,,,
"SED_RS23370;"""";""with LptBGC is involved in lipopolysaccharide export; Derived by automated computational analysis using gene prediction method: Protein Homology."";""LPS export ABC transporter permease LptF"";""4714799"";""1101"";""yes""",,,,,,
"SED_RS23375;"""";""with LptABCF is involved in the transport of lipopolysaccharides; Derived by automated computational analysis using gene prediction method: Protein Homology."";""LPS export ABC transporter permease LptG"";""4715899"";""1083"";""yes""",,,,,,
"SED_RS23380;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""LacI family DNA-binding transcriptional regulator"";""4717176"";""999"";""yes""",,,,,,
"SED_RS23385;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fructuronate transporter"";""4718238"";""1320"";""yes""",,,,,,
"SED_RS25625;"""";""internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4719619"";""1821"";""yes""",,,,,,
"SED_RS23400;""idnK"";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""gluconokinase"";""4721656"";""531"";""yes""",,,,,,
"SED_RS23405;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NAD(P)-dependent alcohol dehydrogenase"";""4722214"";""1020"";""yes""",,,,,,
"SED_RS23410;"""";"""";""tRNA-Leu"";""4723456"";""85"";""no""",,,,,,
"SED_RS23415;"""";""internal stop; incomplete; partial in the middle of a contig; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS630 family transposase"";""4723936"";""489"";""yes""",,,,,,
"SED_RS23420;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ribbon-helix-helix protein"," CopG family"";""4724612"";""249"";""yes""",,,,,
"SED_RS23425;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""antitoxin"";""4724969"";""240"";""yes""",,,,,,
"SED_RS23430;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cytotoxin"";""4725211"";""309"";""yes""",,,,,,
"SED_RS26140;"""";""incomplete; partial in the middle of a contig; missing stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""recombinase"";""4725925"";""141"";""yes""",,,,,,
"SED_RS25630;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS3 family transposase"";""4726097"";""1134"";""yes""",,,,,,
"SED_RS25640;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein"";""4727506"";""126"";""yes""",,,,,,
"SED_RS23445;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4727586"";""498"";""yes""",,,,,,
"SED_RS23450;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein"";""4728205"";""741"";""yes""",,,,,,
